Date,Flow_0h,Flow_1h_P,Flow_2h_P,Rain_1h_P,Rain_2h_P,Level_0h,Level_1h_P,Level_2h_P,Level_2h_F,Level_change
202008070650,6072.429,-243.92,-517.522,0.2,0.2,8.49,-0.29,-0.6,7.98,-0.51
202008070700,6024.636,-239.068,-492.697,0.2,0.2,8.45,-0.3,-0.59,7.93,-0.52
202008070710,5995.108,-211.493,-469.338,0.2,0.2,8.4,-0.28,-0.59,7.89,-0.51
202008070720,5938.599,-168.249,-417.524,0,0.2,8.35,-0.25,-0.55,7.86,-0.49
202008070730,5901.371,-162.702,-419.625,0,0.2,8.3,-0.3,-0.59,7.81,-0.49
202008070740,5865.137,-153.416,-396.45,0,0.2,8.27,-0.26,-0.55,7.78,-0.49
202008070750,5814.584,-155.98,-399.9,0,0.2,8.22,-0.27,-0.56,7.73,-0.49
202008070800,5775.361,-160.434,-399.502,0,0.2,8.18,-0.27,-0.57,7.7,-0.48
202008070810,5738.185,-172.717,-384.21,0,0.2,8.13,-0.27,-0.55,7.67,-0.46
202008070820,5695.565,-206.508,-374.757,0,0,8.1,-0.25,-0.5,7.62,-0.48
202008070830,5657.451,-208.206,-370.908,0,0,8.06,-0.24,-0.54,7.58,-0.48
202008070840,5626.069,-207.39,-360.806,0,0,8,-0.27,-0.53,7.55,-0.45
202008070850,5603.091,-203.798,-359.778,0,0,7.98,-0.24,-0.51,7.51,-0.47
202008070900,5607.112,-190.721,-351.155,0,0,7.93,-0.25,-0.52,7.49,-0.44
202008070910,5575.483,-169.62,-342.337,0,0,7.89,-0.24,-0.51,7.43,-0.46
202008070920,5542.149,-169.18,-375.688,0,0,7.86,-0.24,-0.49,7.4,-0.46
202008070930,5501.471,-172.437,-380.643,0,0,7.81,-0.25,-0.49,7.36,-0.45
202008070940,5465.635,-170.564,-377.954,0,0,7.78,-0.22,-0.49,7.35,-0.43
202008070950,5430.374,-134.344,-338.142,0,0,7.73,-0.25,-0.49,7.31,-0.42
202008071000,5400.604,-145.207,-335.928,0,0,7.7,-0.23,-0.48,7.27,-0.43
202008071010,5367.277,-163.684,-333.304,0,0,7.67,-0.22,-0.46,7.24,-0.43
202008071020,5334.759,-169.094,-338.274,0,0,7.62,-0.24,-0.48,7.2,-0.42
202008071030,5297.673,-154.451,-326.888,0,0,7.58,-0.23,-0.48,7.19,-0.39
202008071040,5274.914,-145.182,-315.746,0,0,7.55,-0.23,-0.45,7.14,-0.41
202008071050,5260.754,-174.365,-308.709,0,0,7.51,-0.22,-0.47,7.11,-0.4
202008071100,5231.424,-163.675,-308.882,0,0,7.49,-0.21,-0.44,7.06,-0.43
202008071110,5194.84,-156.381,-320.065,0,0,7.43,-0.24,-0.46,7.05,-0.38
202008071120,5164.195,-147.961,-317.055,0,0,7.4,-0.22,-0.46,7.01,-0.39
202008071130,5163.329,-139.008,-293.459,0,0,7.36,-0.22,-0.45,6.99,-0.37
202008071140,5129.707,-127.01,-272.192,0,0,7.35,-0.2,-0.43,6.96,-0.39
202008071150,5097.07,-110.97,-285.335,0,0,7.31,-0.2,-0.42,6.92,-0.39
202008071200,5062.33,-110.337,-274.012,0,0,7.27,-0.22,-0.43,6.9,-0.37
202008071210,5040.389,-116.117,-272.498,0,0,7.24,-0.19,-0.43,6.86,-0.38
202008071220,5019.013,-107.671,-255.632,0,0,7.2,-0.2,-0.42,6.83,-0.37
202008071230,4988.964,-124.594,-263.602,0,0,7.19,-0.17,-0.39,6.81,-0.38
202008071240,4966.032,-139.885,-266.895,0,0,7.14,-0.21,-0.41,6.77,-0.37
202008071250,4940.689,-137.61,-248.58,0,0,7.11,-0.2,-0.4,6.76,-0.35
202008071300,4914.369,-132.967,-243.304,0,0,7.06,-0.21,-0.43,6.73,-0.33
202008071310,4901.381,-120.251,-236.368,0,0,7.05,-0.19,-0.38,6.7,-0.35
202008071320,4892.003,-119.283,-226.954,0,0,7.01,-0.19,-0.39,6.67,-0.34
202008071330,4877.994,-109.895,-234.489,0,0,6.99,-0.2,-0.37,6.63,-0.36
202008071340,4855.695,-108.917,-248.802,0,0,6.96,-0.18,-0.39,6.62,-0.34
202008071350,4824.572,-111.131,-248.741,0,0,6.92,-0.19,-0.39,6.58,-0.34
202008071400,4806.698,-107.433,-240.4,0,0,6.9,-0.16,-0.37,6.58,-0.32
202008071410,4776.787,-115.795,-236.046,0,0,6.86,-0.19,-0.38,6.54,-0.32
202008071420,4752.118,-113.337,-232.62,0,0,6.83,-0.18,-0.37,6.52,-0.31
202008071430,4740.384,-113.508,-223.403,0,0,6.81,-0.18,-0.38,6.49,-0.32
202008071440,4722.728,-121.92,-230.837,0,0,6.77,-0.19,-0.37,6.47,-0.3
202008071450,4704.321,-134.89,-246.021,0,0,6.76,-0.16,-0.35,6.44,-0.32
202008071500,4687.415,-159.12,-266.553,0,0,6.73,-0.17,-0.33,6.42,-0.31
202008071510,4666.892,-162.538,-278.333,0,0,6.7,-0.16,-0.35,6.39,-0.31
202008071520,4643.201,-178.263,-291.6,0,0,6.67,-0.16,-0.34,6.36,-0.31
202008071530,4629.253,-193.209,-306.717,0,0,6.63,-0.18,-0.36,6.35,-0.28
202008071540,4615.295,-188.913,-310.833,0,0,6.62,-0.15,-0.34,6.31,-0.31
202008071550,4588.526,-195.04,-329.93,0,0,6.58,-0.18,-0.34,6.28,-0.3
202008071600,4574.078,-198.572,-357.692,0,0,6.58,-0.15,-0.32,6.26,-0.32
202008071610,4553.384,-197.328,-359.866,0,0,6.54,-0.16,-0.32,6.23,-0.31
202008071620,4521.281,-201.903,-380.166,0,0,6.52,-0.15,-0.31,6.2,-0.32
202008071630,4494.363,-198.488,-391.697,0,0,6.49,-0.14,-0.32,6.17,-0.32
202008071640,4456.175,-199.976,-388.889,0,0,6.47,-0.15,-0.3,6.14,-0.33
202008071650,4425.988,-201.008,-396.048,0,0,6.44,-0.14,-0.32,6.11,-0.33
202008071700,4395.815,-195.303,-393.875,0,0,6.42,-0.16,-0.31,6.08,-0.34
202008071710,4360.175,-196.651,-393.979,0,0,6.39,-0.15,-0.31,6.04,-0.35
202008071720,4332.368,-195.62,-397.523,0,0,6.36,-0.16,-0.31,6.01,-0.35
202008071730,4299.323,-190.308,-388.796,0,0,6.35,-0.14,-0.28,5.98,-0.37
202008071740,4257.603,-198.397,-398.373,0,0,6.31,-0.16,-0.31,5.95,-0.36
202008071750,4228.66,-197.464,-398.472,0,0,6.28,-0.16,-0.3,5.93,-0.35
202008071800,4193.912,-191.886,-387.189,0,0,6.26,-0.16,-0.32,5.89,-0.37
202008071810,4161.687,-198.828,-395.479,0,0,6.23,-0.16,-0.31,5.86,-0.37
202008071820,4132.392,-198.019,-393.639,0,0,6.2,-0.16,-0.32,5.83,-0.37
202008071830,4098.315,-207.504,-397.812,0,0,6.17,-0.18,-0.32,5.79,-0.38
202008071840,4062.3,-201.457,-399.854,0,0,6.14,-0.17,-0.33,5.75,-0.39
202008071850,4032.009,-201.426,-398.89,0,0,6.11,-0.17,-0.33,5.73,-0.38
202008071900,3998.292,-209.576,-401.462,0,0,6.08,-0.18,-0.34,5.7,-0.38
202008071910,3971.379,-211.939,-410.767,0,0,6.04,-0.19,-0.35,5.66,-0.38
202008071920,3933.995,-219.07,-417.089,0,0,6.01,-0.19,-0.35,5.63,-0.38
202008071930,3900.851,-217.898,-425.402,0,0,5.98,-0.19,-0.37,5.6,-0.38
202008071940,3870.414,-222.538,-423.995,0,0,5.95,-0.19,-0.36,5.56,-0.39
202008071950,3833.181,-226.706,-428.132,0,0,5.93,-0.18,-0.35,5.52,-0.41
202008072000,3800.273,-226.744,-436.32,0,0,5.89,-0.19,-0.37,5.48,-0.41
202008072010,3763.875,-224.993,-436.932,0,0,5.86,-0.18,-0.37,5.45,-0.41
202008072020,3732.538,-230.012,-449.082,0,0,5.83,-0.18,-0.37,5.41,-0.42
202008072030,3699.425,-240.038,-457.936,0,0,5.79,-0.19,-0.38,5.37,-0.42
202008072040,3660.838,-245.337,-467.875,0,0,5.75,-0.2,-0.39,5.33,-0.42
202008072050,3621.242,-253.324,-480.03,0,0,5.73,-0.2,-0.38,5.3,-0.43
202008072100,3581.203,-259.995,-486.739,0,0,5.7,-0.19,-0.38,5.25,-0.45
202008072110,3545.977,-268.871,-493.864,0,0,5.66,-0.2,-0.38,5.2,-0.46
202008072120,3510,-283.045,-513.057,0,0,5.63,-0.2,-0.38,5.17,-0.46
202008072130,3472.719,-294.293,-534.331,0,0,5.6,-0.19,-0.38,5.12,-0.48
202008072140,3434.094,-313.164,-558.501,0,0,5.56,-0.19,-0.39,5.07,-0.49
202008072150,3396.249,-331.651,-584.975,0,0,5.52,-0.21,-0.41,5.02,-0.5
202008072200,3351.191,-353.63,-613.625,0,0,5.48,-0.22,-0.41,4.97,-0.51
202008072210,3305.939,-363.808,-632.679,0,0,5.45,-0.21,-0.41,4.92,-0.53
202008072220,3264.663,-366.964,-650.009,0,0,5.41,-0.22,-0.42,4.86,-0.55
202008072230,3219.395,-368.835,-663.128,0,0,5.37,-0.23,-0.42,4.81,-0.56
202008072240,3174.099,-363.736,-676.9,0,0,5.33,-0.23,-0.42,4.76,-0.57
202008072250,3127.378,-357.863,-689.514,0,0,5.3,-0.22,-0.43,4.71,-0.59
202008072300,3068.146,-346.507,-700.137,0,0,5.25,-0.23,-0.45,4.65,-0.6
202008072310,3011.646,-338.398,-702.206,0,0,5.2,-0.25,-0.46,4.59,-0.61
202008072320,2951.499,-327.157,-694.121,0,0,5.17,-0.24,-0.46,4.54,-0.63
202008072330,2887.744,-312.414,-681.249,0,0,5.12,-0.25,-0.48,4.49,-0.63
202008072340,2820.469,-303.776,-667.512,0,0,5.07,-0.26,-0.49,4.43,-0.64
202008072350,2763.57,-284.412,-642.275,0,0,5.02,-0.28,-0.5,4.38,-0.64
202008072400,2701.182,-268.555,-615.062,0,0,4.97,-0.28,-0.51,4.33,-0.64
202008080010,2642.811,-250.396,-588.794,0,0,4.92,-0.28,-0.53,4.28,-0.64
202008080020,2587.763,-226.959,-554.116,0,0,4.86,-0.31,-0.55,4.23,-0.63
202008080030,2529.881,-211.895,-524.309,0,0,4.81,-0.31,-0.56,4.19,-0.62
202008080040,2473.962,-190.25,-494.026,0,0,4.76,-0.31,-0.57,4.14,-0.62
202008080050,2425.172,-171.33,-455.742,0,0,4.71,-0.31,-0.59,4.1,-0.61
202008080100,2374.025,-147.423,-415.978,0,0,4.65,-0.32,-0.6,4.06,-0.59
202008080110,2330.397,-137.01,-387.406,0,0,4.59,-0.33,-0.61,4.02,-0.57
202008080120,2283.987,-125.532,-352.491,0,0,4.54,-0.32,-0.63,3.98,-0.56
202008080130,2245.469,-112.892,-324.787,0,0,4.49,-0.32,-0.63,3.95,-0.54
202008080140,2205.407,-102.031,-292.281,0,0,4.43,-0.33,-0.64,3.91,-0.52
202008080150,2174.776,-95.357,-266.687,0,0,4.38,-0.33,-0.64,3.89,-0.49
202008080200,2147.066,-95.336,-242.759,0,0,4.33,-0.32,-0.64,3.86,-0.47
202008080210,2118.502,-88.741,-225.751,0,0,4.28,-0.31,-0.64,3.83,-0.45
202008080220,2093.737,-85.203,-210.735,0,0,4.23,-0.31,-0.63,3.8,-0.43
202008080230,2074.139,-84.542,-197.434,0,0,4.19,-0.3,-0.62,3.78,-0.41
202008080240,2057.984,-80.541,-182.572,0,0,4.14,-0.29,-0.62,3.75,-0.39
202008080250,2037.766,-82.531,-177.888,0,0,4.1,-0.28,-0.61,3.72,-0.38
202008080300,2021.534,-83.683,-179.019,0,0,4.06,-0.27,-0.59,3.71,-0.35
202008080310,2005.61,-85.645,-174.386,0,0,4.02,-0.26,-0.57,3.68,-0.34
202008080320,1991.706,-84.053,-169.256,0,0,3.98,-0.25,-0.56,3.66,-0.32
202008080330,1978.782,-79.973,-164.515,0,0,3.95,-0.24,-0.54,3.64,-0.31
202008080340,1962.648,-82.659,-163.2,0,0,3.91,-0.23,-0.52,3.62,-0.29
202008080350,1949.025,-76.557,-159.088,0,0,3.89,-0.21,-0.49,3.6,-0.29
202008080400,1936.331,-67.413,-151.096,0,0,3.86,-0.2,-0.47,3.59,-0.27
202008080410,1921.068,-61.243,-146.888,0,0,3.83,-0.19,-0.45,3.57,-0.26
202008080420,1911.165,-58.114,-142.167,0,0,3.8,-0.18,-0.43,3.55,-0.25
202008080430,1896.251,-54.53,-134.503,0,0,3.78,-0.17,-0.41,3.53,-0.25
202008080440,1878.965,-50.386,-133.045,0,0,3.75,-0.16,-0.39,3.52,-0.23
202008080450,1863.38,-47.34,-123.897,0,0,3.72,-0.17,-0.38,3.5,-0.22
202008080500,1852.278,-50.239,-117.652,0,0,3.71,-0.15,-0.35,3.49,-0.22
202008080510,1841.095,-48.616,-109.859,0,0,3.68,-0.15,-0.34,3.47,-0.21
202008080520,1828.506,-43.853,-101.967,0,0,3.66,-0.14,-0.32,3.45,-0.21
202008080530,1819.694,-40.579,-95.109,0,0,3.64,-0.14,-0.31,3.44,-0.2
202008080540,1811.552,-38.404,-88.79,0,0,3.62,-0.13,-0.29,3.43,-0.19
202008080550,1802.137,-34.106,-81.446,0,0,3.6,-0.12,-0.29,3.42,-0.18
202008080600,1794.164,-18.797,-69.036,0,0,3.59,-0.12,-0.27,3.41,-0.18
202008080610,1786.565,-9.404,-58.02,0,0,3.57,-0.11,-0.26,3.4,-0.17
202008080620,1778.12,-0.733,-44.586,0,0,3.55,-0.11,-0.25,3.39,-0.16
202008080630,1772.354,8.476,-32.103,0,0,3.53,-0.11,-0.25,3.39,-0.14
202008080640,1761.313,22.849,-15.555,0,0,3.52,-0.1,-0.23,3.39,-0.13
202008080650,1753.521,32.814,-1.292,0,0,3.5,-0.1,-0.22,3.39,-0.11
202008080700,1750.311,39.618,20.821,0,0,3.49,-0.1,-0.22,3.39,-0.1
202008080710,1745.986,49.704,40.3,0,0,3.47,-0.1,-0.21,3.39,-0.08
202008080720,1739.716,55.141,54.408,0,0,3.45,-0.1,-0.21,3.39,-0.06
202008080730,1738.248,58.565,67.041,0,0,3.44,-0.09,-0.2,3.4,-0.04
202008080740,1742.516,59.405,82.254,0,0,3.43,-0.09,-0.19,3.41,-0.02
202008080750,1744.117,59.304,92.118,0,0,3.42,-0.08,-0.18,3.4,-0.02
202008080800,1749.578,57.598,97.216,0,0,3.41,-0.08,-0.18,3.41,0
202008080810,1754.462,51.656,101.36,0,0,3.4,-0.07,-0.17,3.41,0.01
202008080820,1762.565,46.292,101.433,0,0,3.39,-0.06,-0.16,3.41,0.02
202008080830,1771.062,40.371,98.936,0,0,3.39,-0.05,-0.14,3.41,0.02
202008080840,1782.134,36.819,96.224,0,0,3.39,-0.04,-0.13,3.41,0.02
202008080850,1793.821,25.061,84.365,0,0,3.39,-0.03,-0.11,3.41,0.02
202008080900,1804.719,14.978,72.576,0,0,3.39,-0.02,-0.1,3.41,0.02
202008080910,1813.027,7.529,59.185,0,0,3.39,-0.01,-0.08,3.4,0.01
202008080920,1821.97,-3.069,43.223,0,0,3.39,0,-0.06,3.4,0.01
202008080930,1830.366,-8.713,31.658,0,0,3.4,0.01,-0.04,3.4,0
202008080940,1839.732,-23.396,13.423,0,0,3.41,0.02,-0.02,3.4,-0.01
202008080950,1845.477,-26.709,-1.648,0,0,3.4,0.01,-0.02,3.4,0
202008081000,1851.011,-30.376,-15.398,0,0,3.41,0.02,0,3.39,-0.02
202008081010,1853.398,-35.251,-27.722,0,0,3.41,0.02,0.01,3.38,-0.03
202008081020,1858.789,-39.585,-42.654,0,0,3.41,0.02,0.02,3.37,-0.04
202008081030,1855.427,-48.45,-57.163,0,0,3.41,0.01,0.02,3.36,-0.05
202008081040,1854.71,-47.723,-71.119,0,0,3.41,0,0.02,3.36,-0.05
202008081050,1853.006,-51.907,-78.616,0,0,3.41,0.01,0.02,3.35,-0.06
202008081100,1847.942,-61.286,-91.662,0,0,3.41,0,0.02,3.34,-0.07
202008081110,1844.685,-59.452,-94.703,0,0,3.4,-0.01,0.01,3.33,-0.07
202008081120,1835.393,-62.514,-102.099,0,0,3.4,-0.01,0.01,3.32,-0.08
202008081130,1828.718,-62.734,-111.184,0,0,3.4,-0.01,0,3.3,-0.1
202008081140,1824.334,-62.294,-110.017,0,0,3.4,-0.01,-0.01,3.29,-0.11
202008081150,1817.755,-64.328,-116.235,0,0,3.4,-0.01,0,3.28,-0.12
202008081200,1808.357,-62.914,-124.2,0,0,3.39,-0.02,-0.02,3.27,-0.12
202008081210,1796.235,-72.246,-131.698,0,0,3.38,-0.02,-0.03,3.26,-0.12
202008081220,1787.67,-69.356,-131.87,0,0,3.37,-0.03,-0.04,3.24,-0.13
202008081230,1776.811,-66.223,-128.957,0,0,3.36,-0.04,-0.05,3.23,-0.13
202008081240,1763.048,-70.063,-132.357,0,0,3.36,-0.04,-0.05,3.22,-0.14
202008081250,1758.303,-63.549,-127.877,0,0,3.35,-0.05,-0.06,3.2,-0.15
202008081300,1745.843,-68.36,-131.274,0,0,3.34,-0.05,-0.07,3.2,-0.14
202008081310,1733.501,-62.163,-134.409,0,0,3.33,-0.05,-0.07,3.18,-0.15
202008081320,1725.376,-63.192,-132.548,0,0,3.32,-0.05,-0.08,3.17,-0.15
202008081330,1712.483,-62.218,-128.441,0,0,3.3,-0.06,-0.1,3.16,-0.14
202008081340,1700.134,-64.346,-134.409,0,0,3.29,-0.07,-0.11,3.15,-0.14
202008081350,1686.057,-68.374,-131.923,0,0,3.28,-0.07,-0.12,3.13,-0.15
202008081400,1676.487,-60.519,-128.879,0,0,3.27,-0.07,-0.12,3.12,-0.15
202008081410,1667.278,-65.183,-127.346,0,0,3.26,-0.07,-0.12,3.1,-0.16
202008081420,1655.313,-64.118,-127.31,0.2,0.2,3.24,-0.08,-0.13,3.1,-0.14
202008081430,1648.934,-63.348,-125.566,0.2,0.2,3.23,-0.07,-0.13,3.08,-0.15
202008081440,1631.774,-60.073,-124.419,0.2,0.2,3.22,-0.07,-0.14,3.07,-0.15
202008081450,1623.894,-61.239,-129.613,0.2,0.2,3.2,-0.08,-0.15,3.06,-0.14
202008081500,1613.295,-59.546,-120.065,0.2,0.2,3.2,-0.07,-0.14,3.04,-0.16
202008081510,1605.06,-59.354,-124.537,0.2,0.2,3.18,-0.08,-0.15,3.03,-0.15
202008081520,1590.967,-56.498,-120.616,0,0.2,3.17,-0.07,-0.15,3.02,-0.15
202008081530,1580.56,-57.723,-121.071,0,0.2,3.16,-0.07,-0.14,3.01,-0.15
202008081540,1571.255,-55.859,-115.932,0,0.2,3.15,-0.07,-0.14,3,-0.15
202008081550,1558.711,-57.658,-118.897,0,0.2,3.13,-0.07,-0.15,2.99,-0.14
202008081600,1549.177,-58.072,-117.618,0,0.2,3.12,-0.08,-0.15,2.97,-0.15
202008081610,1541.712,-54.384,-113.738,0,0.2,3.1,-0.08,-0.16,2.96,-0.14
202008081620,1530.894,-56.354,-112.852,0,0,3.1,-0.07,-0.14,2.95,-0.15
202008081630,1519.321,-56.993,-114.716,0,0,3.08,-0.08,-0.15,2.94,-0.14
202008081640,1511.709,-54.039,-109.898,0,0,3.07,-0.08,-0.15,2.93,-0.14
202008081650,1499.357,-54.93,-112.588,0,0,3.06,-0.07,-0.14,2.92,-0.14
202008081700,1492.679,-56.228,-114.3,0,0,3.04,-0.08,-0.16,2.91,-0.13
202008081710,1483.989,-55.109,-109.493,0,0,3.03,-0.07,-0.15,2.89,-0.14
202008081720,1475.035,-52.65,-109.004,0,0,3.02,-0.08,-0.15,2.88,-0.14
202008081730,1461.663,-51.436,-108.429,0,0,3.01,-0.07,-0.15,2.85,-0.16
202008081740,1453.637,-56.92,-110.959,0,0,3,-0.07,-0.15,2.86,-0.14
202008081750,1444.973,-49.452,-104.382,0,0,2.99,-0.07,-0.14,2.85,-0.14
202008081800,1436.325,-45.712,-101.94,0,0,2.97,-0.07,-0.15,2.84,-0.13
202008081810,1426.996,-46.66,-101.769,0,0,2.96,-0.07,-0.14,2.83,-0.13
202008081820,1420.996,-48.45,-101.1,0,0,2.95,-0.07,-0.15,2.82,-0.13
202008081830,1406.733,-49.444,-100.88,0,0,2.94,-0.07,-0.14,2.81,-0.13
202008081840,1397.409,-45.479,-102.399,0,0,2.93,-0.07,-0.14,2.8,-0.13
202008081850,1389.864,-45.898,-95.35,0,0,2.92,-0.07,-0.14,2.79,-0.13
202008081900,1383.675,-47.898,-93.61,0,0,2.91,-0.06,-0.13,2.78,-0.13
202008081910,1375.56,-47.355,-94.015,0,0,2.89,-0.07,-0.14,2.77,-0.12
202008081920,1364.076,-45.659,-94.109,0,0,2.88,-0.07,-0.14,2.76,-0.12
202008081930,1357.281,-42.76,-92.204,0,0,2.85,-0.09,-0.16,2.75,-0.1
202008081940,1351.697,-44.18,-89.659,0,0,2.86,-0.07,-0.14,2.74,-0.12
202008081950,1343.204,-44.691,-90.589,0,0,2.85,-0.07,-0.14,2.73,-0.12
202008082000,1335.225,-44.196,-92.094,0,0,2.84,-0.07,-0.13,2.72,-0.12
202008082010,1326.116,-42.526,-89.881,0,0,2.83,-0.06,-0.13,2.71,-0.12
202008082020,1318.597,-42.961,-88.62,0,0,2.82,-0.06,-0.13,2.71,-0.11
202008082030,1311.383,-46.378,-89.138,0,0,2.81,-0.04,-0.13,2.7,-0.11
202008082040,1303.799,-42.629,-86.809,0,0,2.8,-0.06,-0.13,2.69,-0.11
202008082050,1295.849,-43.293,-87.984,0,0,2.79,-0.06,-0.13,2.68,-0.11
202008082100,1289.566,-41.589,-85.785,0,0,2.78,-0.06,-0.13,2.68,-0.1
202008082110,1283.356,-40.478,-83.004,0.2,0.2,2.77,-0.06,-0.12,2.67,-0.1
202008082120,1274.417,-42.393,-85.354,0.2,0.2,2.76,-0.06,-0.12,2.66,-0.1
202008082130,1266.692,-40.125,-86.503,0.2,0.2,2.75,-0.06,-0.1,2.65,-0.1
202008082140,1259.603,-41.589,-84.218,0.4,0.4,2.74,-0.06,-0.12,2.65,-0.09
202008082150,1253.323,-42.335,-85.628,1.2,1.2,2.73,-0.06,-0.12,2.64,-0.09
202008082200,1246.605,-40.28,-81.869,1.4,1.4,2.72,-0.06,-0.12,2.64,-0.08
202008082210,1236.978,-43.334,-83.812,2.2,2.4,2.71,-0.06,-0.12,2.63,-0.08
202008082220,1231.788,-41.325,-83.718,2.8,3,2.71,-0.05,-0.11,2.62,-0.09
202008082230,1223.399,-39.625,-79.75,3.8,4,2.7,-0.05,-0.11,2.62,-0.08
202008082240,1218.014,-41.392,-82.981,5.2,5.6,2.69,-0.05,-0.11,2.62,-0.07
202008082250,1212.845,-35.618,-77.953,5.8,7,2.68,-0.05,-0.11,2.61,-0.07
202008082300,1204.212,-39.232,-79.512,7.2,8.6,2.68,-0.04,-0.1,2.6,-0.08
202008082310,1196.853,-35.923,-79.257,7,9.2,2.67,-0.04,-0.1,2.6,-0.07
202008082320,1190.199,-35.751,-77.076,8.2,11,2.66,-0.05,-0.1,2.6,-0.06
202008082330,1181.064,-36.438,-76.063,8.4,12.2,2.65,-0.05,-0.1,2.59,-0.06
202008082340,1177.734,-30.65,-72.042,8.4,13.6,2.65,-0.04,-0.09,2.59,-0.06
202008082350,1169.511,-31.085,-66.703,7.8,13.6,2.64,-0.04,-0.09,2.58,-0.06
202008082400,1162.887,-30.2,-69.432,7.4,14.6,2.64,-0.04,-0.08,2.58,-0.06
202008090010,1157.228,-30.682,-66.605,7,14,2.63,-0.04,-0.08,2.57,-0.06
202008090020,1148.807,-28.907,-64.658,5.8,14,2.62,-0.04,-0.09,2.57,-0.05
202008090030,1145.446,-24.044,-60.482,4.8,13.2,2.62,-0.03,-0.08,2.56,-0.06
202008090040,1138.502,-28.646,-59.296,3.8,12.2,2.62,-0.03,-0.07,2.55,-0.07
202008090050,1133.588,-28.173,-59.258,3.2,11,2.61,-0.03,-0.07,2.55,-0.06
202008090100,1127.136,-28.378,-58.578,2.2,9.6,2.6,-0.04,-0.08,2.55,-0.05
202008090110,1120.79,-26.069,-56.751,2.4,9.4,2.6,-0.03,-0.07,2.55,-0.05
202008090120,1118.157,-23.506,-52.413,2.4,8.2,2.6,-0.02,-0.06,2.54,-0.06
202008090130,1114.361,-28.956,-53,2.2,7,2.59,-0.03,-0.06,2.54,-0.05
202008090140,1108.302,-25.615,-54.261,1.6,5.4,2.59,-0.03,-0.06,2.53,-0.06
202008090150,1102.906,-27.406,-55.579,1.4,4.6,2.58,-0.03,-0.06,2.53,-0.05
202008090200,1098.229,-25.133,-53.511,1.2,3.4,2.58,-0.02,-0.06,2.53,-0.05
202008090210,1096.746,-24.965,-51.034,1,3.4,2.57,-0.03,-0.06,2.52,-0.05
202008090220,1089.511,-24.982,-48.488,0.8,3.2,2.57,-0.03,-0.05,2.52,-0.05
202008090230,1086.188,-20.24,-49.196,0.8,3,2.56,-0.03,-0.06,2.52,-0.04
202008090240,1079.924,-18.86,-44.475,0.8,2.4,2.55,-0.04,-0.07,2.52,-0.03
202008090250,1076.837,-17.248,-44.654,1,2.4,2.55,-0.03,-0.06,2.52,-0.03
202008090300,1074.723,-12.438,-37.571,1,2.2,2.55,-0.03,-0.05,2.51,-0.04
202008090310,1067.79,-12.942,-37.907,0.6,1.6,2.55,-0.02,-0.05,2.51,-0.04
202008090320,1063.896,-13.439,-38.421,0.2,1,2.54,-0.03,-0.06,2.51,-0.03
202008090330,1058.782,-12.344,-32.584,0.2,1,2.54,-0.02,-0.05,2.5,-0.04
202008090340,1054.791,-11.123,-29.983,0.6,1.4,2.53,-0.02,-0.06,2.5,-0.03
202008090350,1051.872,-8.794,-26.042,1,2,2.53,-0.02,-0.05,2.5,-0.03
202008090400,1049.741,-6.529,-18.967,2,3,2.53,-0.02,-0.05,2.5,-0.03
202008090410,1047.55,-1.379,-14.321,3.8,4.4,2.52,-0.03,-0.05,2.5,-0.02
202008090420,1045.036,3.499,-9.94,4.6,4.8,2.52,-0.02,-0.05,2.5,-0.02
202008090430,1041.534,4.981,-7.363,5.8,6,2.52,-0.02,-0.04,2.5,-0.02
202008090440,1042.353,9.721,-1.402,6.2,6.8,2.52,-0.01,-0.03,2.5,-0.02
202008090450,1038.93,9.916,1.122,5.8,6.8,2.52,-0.01,-0.03,2.5,-0.02
202008090500,1036.302,5.721,-0.808,4.8,6.8,2.51,-0.02,-0.04,2.49,-0.02
202008090510,1035.206,4.216,2.837,3.2,7,2.51,-0.01,-0.04,2.5,-0.01
202008090520,1033.913,2.755,6.254,2.4,7,2.51,-0.01,-0.03,2.5,-0.01
202008090530,1032.74,0.253,5.234,1.4,7.2,2.5,-0.02,-0.04,2.5,0
202008090540,1035.824,-8.113,1.608,0.8,7,2.5,-0.02,-0.03,2.5,0
202008090550,1037.551,-7.211,2.705,0.6,6.4,2.5,-0.02,-0.03,2.5,0
202008090600,1039.801,-6.116,-0.395,1,5.8,2.5,-0.01,-0.03,2.51,0.01
202008090610,1040.187,-9.234,-5.018,1,4.2,2.5,-0.01,-0.02,2.51,0.01
202008090620,1043.634,-8.974,-6.219,1,3.4,2.5,-0.01,-0.02,2.51,0.01
202008090630,1042.656,-13.937,-13.684,1.2,2.6,2.5,0,-0.02,2.51,0.01
202008090640,1041.545,-6.71,-14.823,1.2,2,2.5,0,-0.02,2.52,0.02
202008090650,1041.767,-6.256,-13.467,2,2.6,2.5,0,-0.02,2.52,0.02
202008090700,1042.556,-7.421,-13.537,3,4,2.49,-0.01,-0.02,2.52,0.03
202008090710,1040.44,-4.346,-13.58,4,5,2.5,0,-0.01,2.52,0.02
202008090720,1035.521,-7.057,-16.031,6.8,7.8,2.5,0,-0.01,2.52,0.02
202008090730,1035.445,1.022,-12.915,8.6,9.8,2.5,0,0,2.53,0.03
202008090740,1035.429,0.224,-6.486,11.2,12.4,2.5,0,0,2.53,0.03
